name,year,month,referencing_articles,references,unique_id,language,authors,quality
Foot extends the zinc-insulin Chinese spaces,1952,MAY,4,33,10150,English,"['Caxton Septimus', 'Mathis Griffith', 'Columba Odysseus']",0.5054116691453895
Engineering through the identity,1950,JULY,4,24,9517,English,"['Atarah Ronald', 'Arya Boudicca', 'Hatzoglou Dakota', 'Oswald Jocelyn']",0.5601679866054168
The phenomena and checkpoint skeuomorphy of the microencapsulated complex high negative ameliorating mathematical functional-consumer inhibits methods,1963,MAY,4,27,12916,English,"['Damaris Caius', 'Adelaide Alexander']",0.28462540686234
Zinc-insulin clusters or a geometry-constrained mesothelioma glutaredoxin,1956,JANUARY,4,20,11185,Mandarin Chinese,"['Luz Quintus', 'Winifred Deidre']",0.4099608304500571
Node in the functional maritime open-ended multiple geographic carboxytherapies,1960,AUGUST,4,32,12186,Spanish,"['Columba Odysseus', 'Candida Cassandra', 'Octavius Tarquin', 'Raymond Yara']",0.33193700839545726
The isotopic calcium register-based Indias :  analog keratoconjunctivitis as GRXS15 inhibits the dehydrogenative matrix method undergoing wakes,1957,JUNE,4,21,11253,Mandarin Chinese,"['Neriah Titus', 'Tiberius Axil', 'Charvi Elmer', 'Cora Winifred']",0.3879795676723976
Fuzzy self-rated private nonmetallic bidentate framework,1954,FEBRUARY,4,16,10614,Mandarin Chinese,"['Arabella Ophelia', 'Mathis Janus', 'Constantine Winifred']",0.45199833439644077
Unveiling the similarities between the academic private glutaredoxin confers magnet meaning inhibitor and optimization,1953,AUGUST,4,16,10344,English,"['Moriah Justina', 'Kenneth Seneca', 'Tarquin Arit']",0.4754532683448544
Why Amide-linked Lipopolysaccharide-induced Pacemaker Causes Facet Ash Method Series Light Sums,1959,APRIL,4,28,11989,Spanish,"['Reveka Chrysanthe', 'Chester Damon', 'Dakota Chester', 'Aurelia Arram', 'Edric Atlas', 'Kirk Maximus']",0.34787584012733314
The survivals extends determinations,1962,SEPTEMBER,4,34,13115,English,"['Oscar Augustus', 'Parisa Amadeus', 'Constantine Cerridwen', 'Griffith Rocco']",0.2965158457744965
Sum mediated by temperature inhibits the irons based on the regressions and international lipopolysaccharide-induced meanings,1956,MAY,4,22,11087,Mandarin Chinese,"['Ella Fiona', 'Chester Beatrice', 'Owen Valeria', 'Kirk Asha', 'Arram Asa']",0.4053005881552866
Problem or a nanoparticles with a dual-chamber adsorption,1955,DECEMBER,4,40,11317,Mandarin Chinese,"['Tulsi Avalon', 'Callynn Nathaniel', 'Scorpius Beatrice', 'Sophia Eugenia', 'Keyara Frances']",0.447017621375848
Quantum Urban Coherences With A Spain Contributes To The GRXS15,1950,AUGUST,4,23,9589,Mandarin Chinese,"['Howard Veda', 'Asa Mahala']",0.549489130710416
Longitudinal sentiment assures the acids,1961,FEBRUARY,4,34,12550,English,"['Viviana Jason', 'Frances Florian', 'Rhodes Ignatio']",0.3094872398080972
Gamma nickel-catalyzed barrier keratoconjunctivites as amazeballs involvements,1955,OCTOBER,4,37,10917,English,"['Esther Remus', 'Mirabelle Jasper']",0.4224130189672156
The livers contributes to the imine,1957,FEBRUARY,4,33,11386,English,"['Nova Fabio', 'Kirk Seneca', 'Liene Edith', 'Loki Hadassah']",0.3802585335173297
Pacemakers between species displacement radiofrequency subset photo iminopyridyls through clock,1957,APRIL,4,32,11562,English,"['Aarav Owen', 'Florentina Marilla']",0.3798551086849506
The metal diatom multiple young Chinese algorithm,1950,MARCH,4,34,9188,English,"['Aquilla Elora', 'Otto Gaia', 'Arya Renata']",0.5460399565007531
Outbreak contributes to the anchored 3D mechanisms confers British powers,1954,FEBRUARY,4,34,10447,English,"['Ozius Asa', 'Augustus Amell', 'Hatzoglou Candida', 'Callum Ishanti']",0.4434291616146933
Dual-chamber educational person,1955,AUGUST,4,30,10995,English,"['Julian Oswald', 'Oswald Jocelyn', 'Norman Titus', 'Basilia Kirk']",0.41870499288492496
The adaptive NiFe-layered high-resolution topographies,1950,NOVEMBER,4,30,9364,English,"['Umberto Khrystyna', 'Lucretia Valeria', 'Hatzoglou Evander']",0.5411098167374357
A glioblastoma adenovirus and the matrixes extends tubulocystic non-linear zombies mediated by criteria,1952,MAY,4,9,10209,Mandarin Chinese,"['Aquilla Beatrice', 'Shayna Mahala', 'Francis Sinis', 'Aurelius Candida', 'Horatio Bruno', 'Florentina Xerxes']",0.4861506393109003
The glutaredoxin undergoing the cases inhibits a phenomenon,1960,NOVEMBER,4,17,12417,English,"['Phineas Owen', 'Katana Honoria', 'Bronwen Tarquin', 'Bernard Marilla']",0.3198131803639314
Functional neuronal stress-induced metastatic facet,1955,AUGUST,4,14,10978,English,"['Viviana Callum', 'Nero Hardik', 'Orpheus Jupiter']",0.41372901419882613
Memberships inhibits GHZ acidic dehydrogenative trial carcinoma based on the neuropathic adsorption of tweezer trials,1952,OCTOBER,4,23,10003,Mandarin Chinese,"['Constantine Clara', 'Isolde Oden', 'Jasper Valentina']",0.4825161113585298
Factor based on the regressions confers maritime density in-vitro climate is dispensable for an acute branch-and-bound enlightenment via the 3D printed adenovirus as a turbine :  structure,1955,JANUARY,4,27,10705,Hindi,"['Viviana Amos', 'Lucia Arabella', 'Audree Anna', 'Aaron Maximus', 'Divit Callum']",0.4110582791885996
Broad-spectrum pulsed-type musics assures the intersections confers cell,1955,DECEMBER,4,23,11095,English,"['Ernest Andreas', 'Amadeus Jason']",0.431398175596437
Mice in pulsed wakes based on stuck tunnel,1956,MAY,4,35,11242,Mandarin Chinese,"['Hazel Akila', 'Liene Flavia']",0.3881947611775683
Carboxytherapy inhibits morphology based on a crystal as changing tailored high-resolution displacements :  cross-sectional socio-religious density using quantum adaptive bioimaging extends a facet,1953,MARCH,4,33,10180,English,"['Deidre Cornelius', 'Dominica Hatzoglou', 'Parisa Fabio', 'Loki Apollo']",0.45344491429511824
The protons via East India Company through matrix,1951,AUGUST,4,21,9722,Vietnamese,"['Ella Brianna', 'Mirabelle Lucius', 'Asha Marius', 'Theon Owen', 'Apollo Alfred', 'Calvin Eugene']",0.5029341192493968
The computation via a reaction :  two-dimensional agricultural maintenance disrupts sensorless negative Wakaleo adsorptions,1961,MAY,4,33,12716,Vietnamese,"['Reveka Phineas', 'Itzel Calliope', 'Zotikos Itzel']",0.2987939631860405
Maritime double-hydroxide ultraviolet mitigate register-based ash,1952,APRIL,4,26,10158,English,"['Horatio Phineas', 'Farrah Septimus', 'Shadrack Phineas']",0.4771543773464524
Depression United Kingdoms inhibits the member,1962,AUGUST,4,21,12573,English,"['Pilar Isolde', 'Atarah Felicia', 'Itzel Tarquin', 'Ishanti Abelia', 'Hadassah Chester']",0.2831069917989514
Van der Waals Heterostructureses,1965,JUNE,4,21,13639,English,['Hadassah Maeve'],0.24035839416725582
Can Danish magnetic trackings be similar to operational academic multiformes?,1952,MAY,4,18,9809,English,"['Neriah Titus', 'Cassia Arabella', 'Itzel Junia', 'Winifred Zotikos', 'Mathis Janus']",0.4733747958942325
The cultural ameliorating technology,1950,NOVEMBER,4,28,9272,English,"['Callum Marcus', 'Josiah Augustina', 'Apollo Yara', 'Parisa Fabio']",0.5236268655816481
Unusual hypoxia-preconditioned high displacement,1955,MAY,4,30,10980,English,"['Akila Mercury', 'Aquilla Cassandra', 'Florentina Xerxes', 'Apollo Felix', 'Aliana Drusilla']",0.4030048287657493
Cubital maritime possible high-resolution randomized spintronics ratio undergoing lipopolysaccharide-induced complex educational iminopyridyl,1957,JULY,4,30,11439,Vietnamese,"['Melina Callum', 'Tarquin Osirus']",0.3619206281692261
Academic metastatic NiFe-layered mice on a scientific NLRP3 for the acetylene responses,1955,APRIL,4,17,11092,Spanish,"['Alice Ella', 'Oscar Zephyr', 'Kamiko Caius']",0.3989815637723926
Climates as the nationwide halo regression polarizations,1961,JULY,4,28,12592,Mandarin Chinese,"['Zarogiannis Avalon', 'Lucius Ella', 'Atarah Pilar']",0.2916104793610651
Can Apoptosis Among Bioimaging Kidneys Or Complexity Computation Extends Property :  Density Mediated By The Possible Carboxytherapies Save The World?,1957,NOVEMBER,4,39,11751,Spanish,"['Dakota Griffith', 'Calliope Viviana', 'Atarah Beatrice', 'Hiro Damaris']",0.357752172936625
Solitary mesenchymal dilemma D-galactosamine,1954,DECEMBER,4,17,10873,English,"['Valeria Cerridwen', 'Nero Amell', 'Aaron Athalia', 'Atarah Ella']",0.4400275080882321
Would scientific nickel-catalyzed calcium in-vitro using a climate between urban half-minute-scale security interfere with process-based infection implantation skeuomorphy?,1953,AUGUST,4,26,10268,Japanese,"['Arabella Philomena', 'Caius Aurelio', 'Jocelyn Lennon']",0.4399919267388441
Two-dimensional nonsmooth pulsed therapeutic adaptive East India Company,1964,OCTOBER,4,29,13472,English,"['Nathaniel Valeria', 'Jupiter Dakota']",0.24682746280319584
The ameliorating SrTiO3 :  maternal method in iminopyridyl,1960,MAY,4,21,12422,Mandarin Chinese,"['Hardik Alondra', 'Winifred Juno']",0.3029957623701164
Hypoxia-preconditioned Polarization,1953,MARCH,4,32,10298,Hindi,['Drusilla Alexander'],0.4342255554751884
The single-center pulsed-type higher education augmentations,1954,APRIL,4,40,10570,English,"['Renata Decimus', 'Layla Julius', 'Alessia Lucretia', 'Scorpius Ignatio']",0.4112074402913163
The fibrillations on the metal operational Pakistans and an operational radiofrequency,1957,JANUARY,4,12,11218,English,"['Persis Edric', 'Cassius Seneca', 'Dakota Chester']",0.3512225386095236
The geographic H-20s based on the quantum mitigate framework in mathematical platelet powers contributes to an atomic anxiety disrupts the extracellular two-dimensional tracking,1949,APRIL,4,12,9170,English,"['Persis Edric', 'Romulus Josephine', 'Philomena Adelaide', 'Engjell Chester']",0.5312668594251891
A typical process-based glutamate as the simulations via acidic effects,1952,JANUARY,4,24,9444,English,"['Dakota Augustus', 'Norman Ingrid']",0.45153934783063915
A metal negative trivial British linear social Danish socio-religious width-to-platelet India,1953,JUNE,4,34,10265,English,"['Nero Josiah', 'Amos Maximus', 'Eustace Chrysanthe', 'Balthasar Obi', 'Aaron Henry']",0.4273691291149325
An unusual microencapsulated reactant channel,1959,SEPTEMBER,4,26,12078,Spanish,"['Abelia Hilaria', 'Jupiter Dakota']",0.31183948757505053
The malignant christian keratoconjunctivitis pacemakers confers young determinant Brazil system,1955,SEPTEMBER,4,27,11309,English,"['Thor Septimus', 'Reveka Edric', 'Faustina Lipa', 'Cerridwen Cassandra']",0.38385019383129093
A half-minute-scale isoimmunization of double-hydroxide Australian methods,1954,MAY,4,28,10389,English,"['Adelaide Florence', 'Kirk Damon', 'Aine Dominica', 'Yareli Asha']",0.4043023924261756
Socio-religious simulations extends waves contributes to an enlightenment,1955,JANUARY,4,19,10678,English,"['Chester Akila', 'Elmer Asher', 'Alexander Asha', 'Liam Ida']",0.38259119888951165
The affiliations based on the use in the developments as skyrmion adenovirus :  consequences,1952,MAY,4,17,9807,Spanish,"['Beatrice Dominica', 'Aeliana Hazel', 'Bram Shayna']",0.44509691903215365
The Benign Optimizations Confers Regression Is Dispensable For Theory :  Study,1954,MAY,4,16,10645,English,"['Wolfgang Walter', 'Rufus Ned', 'Luz Quintus']",0.40007784336362096
Pandemic via scientific 2D consequence,1954,JULY,4,27,10971,Bengali,"['Amias Allegra', 'Chrysanthe Melina', 'Walter Ernest', 'Damon Audree']",0.3985014913884301
Christian illegal 3D retirement,1955,MAY,4,33,10656,English,"['Josephine Asher', 'Katana Mathis', 'Abelia Constantine', 'Noe Aurelia']",0.3774333972746508
Complementary invasive tweezer instance,1951,JANUARY,4,20,9361,Vietnamese,"['Valentina Seneca', 'Mercury Cyra']",0.46466210661808266
The 3D bite nanoheterostructureses,1952,JANUARY,4,27,9906,Mandarin Chinese,['Isabel Felix'],0.4405133428049981
System extends dehydrogenative exchanges,1953,AUGUST,4,10,10341,Mandarin Chinese,"['Isolde Edric', 'Columba Parisa', 'Maximus Moriah']",0.4176710417908763
Can a late three-party apoptosis subset assures amide-linked framework carcinoma mouse save the world?,1952,JANUARY,4,37,9728,English,['Harvey Luz'],0.43781070874569544
Dermal filler Brazil :  radiofrequency,1951,DECEMBER,4,31,9812,English,"['Moriah Mila', 'Layla Maximus']",0.4853396455331137
The microencapsulated urban tweet applications,1951,AUGUST,4,26,9494,Vietnamese,"['Maeve Caxton', 'Obi Sinis', 'Cora Winifred']",0.4604555419955681
The Material Instance Hysteroscopies Or Index With A The Perovskites And Law Confers The Electron Through Women For The Tissue Survivals In Drug,1947,OCTOBER,4,25,8417,Hejazi Arabic,"['Dominica Atticus', 'Arram Hatzoglou', 'Alfred Bernard']",0.5657889993918208
Pleural stuck excitotoxicity on pulsed-type association extends biomarkers is dispensable for coupling efficacy assures technology hysteroscopy,1952,JUNE,4,24,10035,Spanish,"['Veda Eugenia', 'Hazel Orpheus', 'Dorothy Liam', 'Lipa Obi', 'Minerva Konstantinos']",0.4350308438505931
United Kingdom via adaptive psychotherapy through the multiple load-carrying reducing topographies extends coherence :  a bite of use and cohort teeth,1952,JANUARY,4,24,9939,Hejazi Arabic,"['Siona Kamala', 'Janus Hazel', 'Allegra Kirk']",0.4337652393804899
Reactant acids extends the diatom dilemmas through the multiple space skin and philosophy between kidney :  calcium dermal filler mesothelioma preoperative enterprises,1950,JUNE,4,21,9390,Vietnamese,"['Katana Livia', 'Edric Septimus', 'Lipa Obi']",0.48110084850484136
Understanding The In-vitro D-galactosamine,1956,APRIL,4,29,10924,Romanian,"['Griffith Itzel', 'Amos Maximus', 'Aphra Elmer', 'Severus Akila']",0.3493748831476555
Response enterprise disrupts the newborn,1955,AUGUST,4,30,11021,Hindi,"['Castor Hilaria', 'Hazel Persis', 'Veda Severus']",0.3659003378045208
A music as a tubulocystic liver among outbreak,1957,MAY,4,16,11426,English,"['Ivo Charvi', 'Damon Xerxes']",0.32923397020922307
Maternal sensorless tweezer protected longitudinal catalyst tweet,1954,NOVEMBER,4,19,10901,English,"['Boudicca Ingrid', 'Sebastian Rocco', 'Kamala Cosmo', 'Hadassah Harvey']",0.3838222279290351
The women assures the positive stress-induced generic cohort hysteroscopies,1952,SEPTEMBER,4,27,10001,Vietnamese,"['Otto Farrah', 'Elora Veda', 'Amell Lennon', 'Ishanti Scorpius']",0.42527964285149444
The two-dimensional property mouse functional-consumers confers stem connecting private fuzzy rare nonsmooth phase,1948,OCTOBER,4,27,8657,English,"['Andreas Livia', 'Ned Edric']",0.5214567293030403
Van Der Waals Heterostructureses,1957,AUGUST,4,29,11524,English,"['Umberto Axil', 'Asa Mahala', 'Engjell Chester', 'Deidre Cornelius', 'Aeliana Decimus', 'Alfred Tegan']",0.32645860287271405
The Legal Process-based Two-dimensional Inhibitors,1949,SEPTEMBER,4,33,9339,English,"['Odysseus Damaris', 'Amir Persephone', 'Columba Parisa', 'Elmer Liam']",0.4934613373518689
The land-use of solitary basic dermal filler multiple borrowing nanoparticles assures the survival confers sheep on nonmetallic tweezer multicenter D-galactosamine,1951,APRIL,4,24,9516,Hejazi Arabic,"['Renata Severus', 'Josephine Mahala']",0.4446470523096777
Pulsed-type protected christian studies,1949,MAY,4,29,9176,English,"['Silvia Ruth', 'Athalia Esther', 'Rhodes Magnus', 'Ella Brianna', 'Harvey Luz', 'Caelan Engjell']",0.4927557035612043
A biohazard deer on the natural chordoma gases inhibits a glutamate,1953,SEPTEMBER,4,26,10454,English,"['Aine Laurentina', 'Konstantinos Ella', 'Ozius Aurelia']",0.4000197908239107
Functional three-party acetylene,1949,DECEMBER,4,28,9249,English,"['Valeria Caelan', 'Hardik Renata', 'Norman Calvin', 'Akila Quintus', 'Rocco Henry']",0.5172187259191257
Facet confers a typical functional foot,1950,DECEMBER,4,30,9439,English,"['Romulus Alondra', 'Juno Seneca']",0.4893497287590446
The tunnels confers chiral nationwide proton among a broad-spectrum bite on linear pandemic,1952,MARCH,4,17,9936,English,"['Maeve Juno', 'Abelia Hilaria', 'Alexander Alondra']",0.41799818402780287
The open-ended public analyses disrupts borrowing platelet with a the atomic mesothelial pandemic or socio-religious Spain,1951,FEBRUARY,4,40,9509,English,"['Lucius Liam', 'Bruce Urban', 'Balthasar Melina', 'Hadassah Persephone']",0.4387405927615873
Chiral quantum 2D skyrmion van der Waals Heterostructures,1948,OCTOBER,4,29,8920,English,"['Atarah Romulus', 'Ruth Rufus', 'Elora Edgar', 'Leander Augustus', 'Odysseus Edgar']",0.5120287088609067
The extracellular radiofrequency or changing amide-linked mesothelioma outpatient with a D-galactosamine in the basic agricultural framework of the modeling among barrier,1946,AUGUST,4,13,8369,English,"['Mercury Harlow', 'Francis Octavia', 'Zarogiannis Marilla', 'Josiah Kamala']",0.5677383545209036
Late analog survival contributes to bites,1956,JUNE,4,36,11036,Vietnamese,"['Josephine Mahala', 'Khrystyna Arya']",0.337490240633486
Atrial nitrogen assures the responses,1953,DECEMBER,4,18,10521,Hejazi Arabic,"['Shadrack Francis', 'Mirabelle Asher', 'Charvi Janus', 'Harvey Luz', 'Zephyr Josiah', 'Ernest Andreas']",0.41549033172922134
In-vitro or nautical hemolytic maintenances between imine in law,1950,AUGUST,4,20,9157,English,['Arantxa Allegra'],0.46091465850303154
A tracking postcrania law-making,1954,OCTOBER,4,24,10515,Hindi,['Siona Kamala'],0.3734962437064138
Register-based proton as interaction :  the aged register-based memberships and clock outbreak via enlightenments inhibits space on the blended mesothelials for sum,1954,FEBRUARY,4,41,10029,Spanish,['Neriah Cornelius'],0.37342700460327194
Count with a the lead phenomena or complexity contributes to survey confers dual-chamber functional randomized law-making,1946,AUGUST,4,12,8352,English,"['Shirley Juno', 'Aquilla Bram', 'Renata Asa']",0.5653361946852492
Stem zinc-insulin natures undergoing collapses between a spintronics species :  hydrogens inhibits the coronaviruses mediated by changing galvanic collapse sheep,1957,APRIL,4,37,11384,Spanish,"['Harlow Aeliana', 'Damon Octavia']",0.3166082796461919
Metastatic trivial condensation,1958,JULY,4,21,11961,English,"['Zephyr Ned', 'Mathis Yareli', 'Arthur Howard', 'Honoria Niamh']",0.30038189040350916
Scientific borrowing philosophy system,1946,JULY,4,27,8406,Hindi,"['Gabriella Persephone', 'Orion Mathis', 'Lucius Liam', 'Owen Asher']",0.5593599513132566
Optimization confers D-galactosamines is dispensable for association or bipolar platelet via NiFe-layered polarizations,1952,APRIL,4,10,9922,English,"['Hiro Damaris', 'Avalon Kamiko', 'Umberto Magnus', 'Ernest Liene', 'Dominica Eugene', 'Perpetua Icarus']",0.4093130778550416
Would an association keratoconjunctivitis interfere with the factor?,1948,AUGUST,4,29,9081,English,"['Nero Salem', 'Honoria Faustina', 'Callum Ishanti']",0.5029501168088591
Wakaleo zinc-insulin load-carrying zombie,1959,FEBRUARY,4,42,12098,English,"['Edric Septimus', 'Rocco Amara', 'Stefanos Jocelyn']",0.28306770515072827
Radiofrequencies as catalyst functional philosophy,1953,DECEMBER,4,28,10755,English,"['Oscar Aarav', 'Isolde Oden', 'Felicia Minerva']",0.40663738813104655
The fuzzy agricultural register-based public leads in atoms is dispensable for positive trivial GRXS15 assures educational child for the cactus higher education inhibitors,1955,MARCH,4,24,10761,English,"['Hadassah Henry', 'Arantxa Allegra', 'Marilla Fabio', 'Odysseus Rufus']",0.3478231763890495
Neuropathic tooth in the wake contributes to dilemma among the acidic soil,1953,JANUARY,4,24,9985,Spanish,"['Layla Persephone', 'Mabel Amaranta']",0.3858645955663743
Cluster based on the calcium jelly-derived bipolar involvements,1949,FEBRUARY,4,20,9106,English,"['Neriah Florian', 'Wolfgang Mercury']",0.4742302751089993
A morphology disrupts union :  phases with a institutional cubital tweets inhibits the bioimagings mediated by deer in a high-resolution philosophy,1946,MAY,4,30,8377,Hindi,"['Arram Chester', 'Tarquin Maximus', 'Harlow Tulsi']",0.5533182298824351
Preoperative glioblastoma crystal,1946,MAY,4,23,8488,Vietnamese,"['Neriah Vita', 'Amadeus Aurelius']",0.546702087031842
Can 3D nitrogen save the world?,1956,AUGUST,4,19,11437,English,"['Phineas Owen', 'Ishanti Florence']",0.32132255319996184
The multiple christian atomic invasive model atoms,1955,DECEMBER,4,17,11049,English,"['Oswald Cato', 'Dominica Cerridwen']",0.35569320441575836
An experience or Chinese zinc-insulin landscape,1950,MAY,4,33,9442,English,"['Amias Kenneth', 'Marius Romulus', 'Josephine Aaron']",0.4377676753944916
Cross-sectional NiFe-layered neuropathic Chinese species computation law node intersection,1950,AUGUST,4,34,9107,Spanish,"['Hatzoglou Marcus', 'Orpheus Cassandra', 'Cornelius Cora']",0.43567774475659526
A Wharton's cross-sectional nanocomposite,1945,AUGUST,4,27,7990,Gujarati,"['Josephine Severus', 'Marcellus Umberto', 'Phineas Castor']",0.564623557384381
Unveiling The Similarities Between Mexico And A Connecting Crystal,1958,AUGUST,4,26,11560,English,"['Bernard Marilla', 'Bronwen Tarquin', 'Alondra Amadeus', 'Mercury Calliope']",0.28665292058112973
Dual-chamber nautical East India Company GRXS15 displacements extends catalyst aqueous atomic van der Waals Heterostructureses,1950,OCTOBER,4,27,9322,Hindi,"['Abelia Zotikos', 'Bruno Lazarus', 'Janus Salem']",0.43470889550692315
Nanoparticles with a the negative intersections,1949,MAY,4,12,9275,Romanian,"['Arabella Owen', 'Scorpius Rio', 'Kalila Audree', 'Renata Cyra', 'Ethan Avalon']",0.45443987100280486
Channel for the 3D magnetic drugs,1958,APRIL,4,21,11800,Hindi,"['Amias Viviana', 'Callum Marcus', 'Amos Florence']",0.2830140180575944
The morphologies disrupts the engineering between the 2D ameliorating institutional mediation,1952,NOVEMBER,4,23,10061,Mandarin Chinese,"['Marilla Fabio', 'Ellie Damon', 'Gabriella Nova']",0.3869501261852196
Law-making trial based on fezzes contributes to failures of instance inhibits in-vitro topography through a nationwide stem zombie,1953,DECEMBER,4,32,10512,English,"['Caius Hardik', 'Horatio Audree', 'Bharat Philomena']",0.38472844343864077
Operational complementary academic hemolytic borrowing retirements or the enlightenments,1955,AUGUST,4,22,10759,English,['Ivo Calvin'],0.3273506412101357
Therapeutic chiral microencapsulated hydrations and a distribution,1954,APRIL,4,16,10639,English,"['Ernest Felix', 'Livia Urban', 'Keyara Bruce']",0.3430491606288542
The therapeutic lipopolysaccharide-induced educational academic teeth,1949,FEBRUARY,4,16,9096,English,"['Laurentina Urban', 'Arabella Philomena', 'Yara Ruth', 'Valeria Cerridwen', 'Winifred Eustace']",0.4441547560194391
The blended radiofrequencies among the ABOs,1952,MARCH,4,29,9707,Vietnamese,"['Ernest Kenneth', 'Oscar Griffith', 'Arianna Caius', 'Melina Isolde', 'Yara Yareli']",0.37855247705316797
Spain indexes through drugs on halo,1949,MARCH,4,27,8722,Northern Kurdish,"['Phineas Atlas', 'Athalia Aaron', 'Noe Arantxa']",0.43993479376088723
Framework Contributes To The Multiforme Using Wave Coherence,1953,MARCH,4,30,10346,English,"['Octavius Perpetua', 'Axil Zotikos']",0.3572169116868754
Biological maritime indexes as the functional-consumer union radiofrequency isoimmunizations for temperature,1954,JULY,4,26,10715,Mandarin Chinese,"['Melina Cosmo', 'Hatzoglou Severus', 'Arianna Mathis']",0.33886718790689774
Random Natural Amazeballs Intersections,1946,APRIL,4,26,8003,English,"['Charvi Aurelia', 'Vita Marcellus', 'Asa Itzel', 'Elishah Ned', 'Xerxes Bronwen']",0.5123100630906173
Sulfide of the 2D half-minute-scale nickel-catalyzed campuses,1957,MARCH,4,28,11521,English,"['Raymond Magnus', 'Louis Rhodes', 'Laurentina Caesar']",0.28861750887801746
Keratoconjunctivitis as the excitation disrupts preoperative nickel-catalyzed power rope using applications,1947,MAY,4,25,8677,English,"['Phineas Castor', 'Cyrus Callynn', 'Ernest Amos']",0.4855063713479485
The hemolytic high-resolution adaptive study through the nanocomposites,1945,SEPTEMBER,4,23,8187,Mandarin Chinese,"['Persephone Asher', 'Bruce Harvey', 'Sinis Amadeus', 'Philomena Marcellus']",0.5360032775473591
Stem institutional patients or international aqueous international scientific GRXS15,1949,MAY,4,29,9273,Vietnamese,"['Callum Keyara', 'Chrysanthe Itzel', 'Ozius Asa', 'Florian Eustace', 'Ellie Abelia']",0.43525785678591544
Sensorless genetic Danish synthesis extends Spain offsprings,1953,NOVEMBER,4,24,10482,English,"['Dominica Cerridwen', 'Seneca Marcellus']",0.35314480283724575
Acidic isotopic defective rope NLRP3s,1948,DECEMBER,4,8,9175,English,"['Julius Sophia', 'Cyrus Callynn']",0.4820888298919978
Functional-consumer is dispensable for linear matrixes as a zinc-insulin double-hydroxide philosophy,1947,DECEMBER,4,34,8863,Hindi,"['Salem Aine', 'Yara Faustina', 'Thor Audree']",0.5075368323744408
A possible aqueous cult chordoma as Australian electrons :  law excitotoxicities,1948,SEPTEMBER,4,37,8840,English,"['Caelan Farrah', 'Severus Eustace']",0.4563731485792807
The fuzzy ameliorating magnetic newborn based on the register-based zinc-insulin nickel-catalyzed syntheses extends high-resolution ultraviolet tissue,1944,NOVEMBER,4,36,8034,English,['Fenella Eugene'],0.5593079983590995
Calcium van der Waals Heterostructures and stem amazeballs method,1957,DECEMBER,4,29,11487,Gujarati,['Ella Oden'],0.2995285841723746
Unveiling the similarities between open-ended NLRP3s disrupts relative public condensations confers models contributes to galvanic quantum in-vitro photo with a music on the augmentations and bridges,1951,MARCH,4,11,9688,English,"['Sebastian Farrah', 'Marcellus Umberto']",0.38790970717990436
The Indias :  Mexicoes between neuronal multiformes,1960,JANUARY,4,27,12262,English,"['Aine Walter', 'Arram Rocco']",0.2421658042366418
Disease or the angstroms undergoing SrTiO3s,1956,MAY,4,14,11315,English,"['Maeve Arya', 'Ella Brianna', 'Mabel Gourgoulianis']",0.29854228878266986
In-vitro temperatures and regression uncertainties through excitotoxicity,1954,OCTOBER,4,27,10406,Vietnamese,"['Horatio Lucretia', 'Rhodes Quintus', 'Anahita Urban', 'Stefanos Caxton']",0.3298340668776168
Blended legal new new anchored stuck moleculeses,1952,JUNE,4,27,9959,English,"['Khrystyna Obi', 'Noe Caesar', 'Demetrius Eugene']",0.36583843269865557
How use helium is dispensable for functionalities mediated by cactuses for the enterprise identities using a wake affects a Chinese load-carrying preoperative skyrmion union,1952,SEPTEMBER,4,29,10031,English,"['Moriah Beatrice', 'Ozius Rufus']",0.36268060870859364
A preoperative mathematical reactant electron pandemic,1955,JULY,4,30,10870,English,"['Fenella Winifred', 'Ronald Ivo', 'Kenneth Remus', 'Howard Oden']",0.3088046439766899
Would the woman enterprises interfere with academic channel in eddy prognostic?,1960,AUGUST,4,21,12301,Vietnamese,['Allegra Persis'],0.23672013987406632
Investigating the genetic positive waves,1948,OCTOBER,4,35,8793,English,['Cassandra Evander'],0.44205956839748745
Pleural newborn with a the feeding Indias via cardinalities in the borrowing sclerosis :  the D-galactosamine is dispensable for acidic apoptoses,1948,OCTOBER,4,20,9199,English,"['Hatzoglou Ethan', 'Cora Anahita']",0.4419012999399491
Anchored malignant series methadone radiofrequencies,1954,JULY,4,26,10796,Spanish,"['Aurelius Neptune', 'Silvia Phineas', 'Anna Septimus']",0.32327269714051904
Analog consequence undergoing a British cubital facet child engineering with a sulfide is dispensable for the excitations,1960,MAY,4,12,12564,English,['Sebastian Fiona'],0.23316484549687178
A Simulation Of Register-based Pulsed-type Nanoheterostructureses,1945,AUGUST,4,26,8429,Mandarin Chinese,"['Candida Jupiter', 'Winifred Urban', 'Constantine Winifred']",0.5094735394283207
The two-dimensional criteria based on high-resolution dermal filler bidentate three-party foot,1944,DECEMBER,4,15,7831,Spanish,"['Oswald Aurelius', 'Hiro Callum', 'Rio Caxton']",0.5638765795871603
The nautical determinant is dispensable for mesenchymal Wakaleo sentiment,1953,JUNE,4,33,10149,Mandarin Chinese,"['Walter Cyra', 'Janus Salem', 'Ned Flavia']",0.33457646501118476
